Season,team,Games_L,Games_W,PointsScored_L,PointsScored_W,PointsAllowed_L,PointsAllowed_W,Margin_L,Margin_W
2000,1429,5,24,298,1709,369,1422,-71,287
2000,1431,15,13,1032,1126,1182,900,-150,226
2000,1433,14,14,900,1057,1090,953,-190,104
2000,1434,12,16,667,1166,823,959,-156,207
2000,1435,10,19,658,1517,776,1231,-118,286
2000,1436,12,16,736,1269,917,1131,-181,138
2000,1437,12,19,768,1401,887,1248,-119,153
2000,1438,11,19,774,1641,898,1325,-124,316
2000,1439,15,16,853,1144,1004,976,-151,168
2000,1440,23,2,1556,134,1882,113,-326,21
2000,1441,14,11,974,906,1180,837,-206,69
2000,1442,22,6,1362,414,1613,361,-251,53
2000,1443,18,11,1126,869,1340,729,-214,140
2000,1444,18,10,1247,797,1456,735,-209,62
2000,1447,16,10,1115,887,1240,745,-125,142
2000,1448,14,17,881,1267,1029,982,-148,285
2000,1449,20,9,1289,606,1579,534,-290,72
2000,1450,22,6,1337,441,1653,393,-316,48
2000,1451,10,15,641,1261,771,1093,-130,168
2000,1452,14,14,919,1055,1116,896,-197,159
2000,1453,16,14,802,897,1006,729,-204,168
2000,1454,14,14,905,1059,1094,856,-189,203
2000,1455,17,11,1049,805,1241,651,-192,154
2000,1456,17,10,1076,754,1308,647,-232,107
2000,1457,8,18,492,1381,563,1114,-71,267
2000,1458,13,18,689,1170,806,925,-117,245
2000,1459,16,12,1001,916,1246,804,-245,112
2000,1460,17,11,937,780,1193,666,-256,114
2000,1461,12,18,908,1549,1026,1310,-118,239
2000,1462,11,20,695,1655,831,1315,-136,340
2000,1463,20,7,1149,436,1386,395,-237,41
2000,1464,16,11,1063,721,1244,659,-181,62
2001,1102,21,8,1179,488,1408,420,-229,68
2001,1103,16,12,995,906,1240,794,-245,112
2001,1104,10,21,665,1713,803,1312,-138,401
2001,1105,11,16,743,1220,910,1098,-167,122
2001,1106,7,20,457,1439,565,1164,-108,275
2001,1107,20,5,1301,392,1583,365,-282,27
2001,1108,15,15,960,1284,1163,1117,-203,167
2001,1110,20,7,1123,456,1383,399,-260,57
2001,1111,19,9,1102,680,1394,609,-292,71
2001,1112,7,22,505,1845,542,1379,-37,466
2001,1113,16,13,1081,1040,1273,787,-192,253
2001,1114,11,14,667,1047,764,879,-97,168
2001,1115,25,2,1532,130,2158,124,-626,6
2001,1116,10,20,668,1747,761,1328,-93,419
2001,1117,13,15,868,1130,1077,962,-209,168
2001,1119,18,7,1245,522,1489,480,-244,42
2001,1120,13,17,977,1379,1050,1151,-73,228
2001,1122,10,20,702,1637,800,1457,-98,180
2001,1123,12,16,707,1222,818,1032,-111,190
2001,1124,11,17,668,1291,794,1015,-126,276
2001,1125,14,9,975,726,1150,650,-175,76
2001,1126,18,7,1056,465,1270,437,-214,28
2001,1129,14,15,911,1167,1093,999,-182,168
2001,1130,4,25,292,2032,328,1599,-36,433
2001,1131,14,14,890,1023,1061,837,-171,186
2001,1132,14,13,959,1024,1106,861,-147,163
2001,1133,11,18,693,1222,811,1043,-118,179
2001,1135,12,15,770,1198,985,1041,-215,157
2001,1137,15,12,880,862,1151,751,-271,111
2001,1138,24,4,1601,272,1905,240,-304,32
2001,1139,7,21,461,1493,488,1204,-27,289
2001,1140,8,23,524,1657,602,1315,-78,342
2001,1141,8,18,498,1322,605,1190,-107,132
2001,1142,16,5,1149,433,1322,405,-173,28
2001,1143,10,20,647,1587,762,1284,-115,303
2001,1144,21,7,1266,553,1577,505,-311,48
2001,1145,11,20,796,1599,915,1402,-119,197
2001,1147,16,4,938,307,1204,272,-266,35
2001,1148,14,14,940,1110,1084,927,-144,183
2001,1149,19,7,1173,470,1450,429,-277,41
2001,1150,10,21,694,1758,789,1443,-95,315
2001,1151,13,15,880,1124,1004,953,-124,171
2001,1152,23,4,1422,275,1821,250,-399,25
2001,1153,9,23,537,1834,594,1520,-57,314
2001,1154,12,12,791,794,910,697,-119,97
2001,1155,19,12,1362,936,1675,796,-313,140
2001,1156,13,17,828,1202,946,1069,-118,133
2001,1157,20,8,1380,604,1628,545,-248,59
2001,1158,7,20,415,1379,460,1167,-45,212
2001,1159,15,10,968,773,1138,671,-170,102
2001,1160,15,14,1083,1257,1220,962,-137,295
2001,1161,13,13,796,955,921,748,-125,207
2001,1162,15,10,796,618,972,524,-176,94
2001,1163,11,18,704,1434,803,1189,-99,245
2001,1164,15,13,886,920,1116,764,-230,156
2001,1165,20,6,1192,411,1430,352,-238,59
2001,1166,7,24,455,1814,509,1446,-54,368
2001,1168,22,3,1244,212,1592,190,-348,22
2001,1169,9,20,684,1720,735,1474,-51,246
2001,1170,21,3,1405,222,1720,183,-315,39
2001,1171,19,7,1162,488,1418,415,-256,73
2001,1172,17,12,1083,849,1313,767,-230,82
2001,1173,12,19,781,1456,896,1226,-115,230
2001,1174,10,20,643,1609,728,1286,-85,323
2001,1175,15,13,851,934,1092,809,-241,125
2001,1176,18,8,1118,594,1352,516,-234,78
2001,1177,18,10,1194,794,1405,658,-211,136
2001,1178,10,21,640,1534,722,1274,-82,260
2001,1179,16,12,996,969,1154,782,-158,187
2001,1180,12,15,815,1210,951,1037,-136,173
2001,1181,4,29,335,2682,351,1978,-16,704
2001,1182,21,9,1417,699,1716,613,-299,86
2001,1183,9,19,673,1642,776,1414,-103,228
2001,1184,19,4,1363,292,1641,264,-278,28
2001,1185,25,3,1427,245,1756,214,-329,31
2001,1186,11,15,697,1123,809,990,-112,133
2001,1187,13,13,860,1019,1015,892,-155,127
2001,1189,20,7,1204,498,1485,453,-281,45
2001,1190,10,15,679,1072,785,889,-106,183
2001,1191,16,13,1046,937,1226,857,-180,80
2001,1192,15,13,978,941,1164,838,-186,103
2001,1193,16,12,1075,994,1271,880,-196,114
2001,1194,22,7,1437,554,1836,511,-399,43
2001,1196,6,23,423,1963,451,1499,-28,464
2001,1197,22,6,1421,457,1795,435,-374,22
2001,1198,21,7,1202,448,1488,399,-286,49
2001,1199,21,8,1389,617,1691,541,-302,76
2001,1200,17,12,1205,945,1423,864,-218,81
2001,1201,6,25,452,2090,526,1665,-74,425
2001,1202,16,9,951,664,1096,561,-145,103
2001,1203,18,14,1264,1206,1426,978,-162,228
2001,1204,15,13,1055,1052,1217,920,-162,132
2001,1206,11,18,701,1346,801,1079,-100,267
2001,1207,7,23,445,1924,511,1523,-66,401
2001,1208,14,16,925,1264,1075,1113,-150,151
2001,1209,4,25,285,2051,317,1723,-32,328
2001,1210,12,17,800,1407,987,1134,-187,273
2001,1211,6,23,439,1955,517,1488,-78,467
2001,1212,18,8,1302,671,1618,607,-316,64
2001,1214,6,24,457,1896,495,1618,-38,278
2001,1216,24,4,1537,284,1871,259,-334,25
2001,1217,12,14,771,1093,920,902,-149,191
2001,1218,13,17,842,1343,1013,1173,-171,170
2001,1219,20,5,1179,314,1464,286,-285,28
2001,1220,4,26,275,1934,288,1580,-13,354
2001,1221,7,22,405,1561,473,1323,-68,238
2001,1222,20,9,1240,657,1508,570,-268,87
2001,1224,18,10,1227,687,1542,639,-315,48
2001,1225,21,4,1262,296,1579,283,-317,13
2001,1226,14,12,948,981,1095,852,-147,129
2001,1227,17,11,1023,878,1255,747,-232,131
2001,1228,7,24,491,1898,526,1515,-35,383
2001,1229,8,21,533,1645,605,1400,-72,245
2001,1231,12,21,743,1592,818,1291,-75,301
2001,1232,11,20,730,1526,802,1292,-72,234
2001,1233,10,21,734,1662,833,1422,-99,240
2001,1234,11,22,746,1699,856,1465,-110,234
2001,1235,5,24,384,1908,436,1524,-52,384
2001,1237,18,9,1173,659,1304,579,-131,80
2001,1238,22,7,1445,506,1767,416,-322,90
2001,1239,10,15,641,1063,745,897,-104,166
2001,1240,18,9,1085,671,1379,612,-294,59
2001,1241,17,12,1013,867,1227,746,-214,121
2001,1242,6,22,401,1865,464,1492,-63,373
2001,1243,18,11,1052,791,1291,681,-239,110
2001,1245,9,22,586,1594,641,1281,-55,313
2001,1246,9,22,629,1844,675,1498,-46,346
2001,1247,17,12,1084,927,1280,806,-196,121
2001,1248,16,10,1171,775,1312,670,-141,105
2001,1249,18,8,1011,618,1276,558,-265,60
2001,1250,16,12,1027,911,1198,795,-171,116
2001,1251,15,10,945,641,1125,559,-180,82
2001,1253,13,15,921,1163,1093,1042,-172,121
2001,1254,16,12,985,914,1228,834,-243,80
2001,1256,12,16,708,1184,824,994,-116,190
2001,1257,19,12,1219,937,1500,837,-281,100
2001,1258,19,8,1207,576,1452,507,-245,69
2001,1259,23,6,1388,410,1686,369,-298,41
2001,1260,21,7,1404,528,1660,485,-256,43
2001,1261,16,13,1015,1054,1185,794,-170,260
2001,1263,11,17,781,1391,884,1237,-103,154
2001,1264,15,14,988,1094,1107,886,-119,208
2001,1265,13,17,882,1237,993,1064,-111,173
2001,1266,14,15,864,1038,998,899,-134,139
2001,1267,9,16,617,1237,703,1034,-86,203
2001,1268,10,21,780,1878,854,1377,-74,501
2001,1269,15,15,963,1077,1151,894,-188,183
2001,1270,8,21,604,1794,660,1517,-56,277
2001,1271,16,12,923,899,1278,784,-355,115
2001,1272,14,16,900,1313,1024,1034,-124,279
2001,1273,15,12,967,893,1109,810,-142,83
2001,1274,12,16,776,1205,906,997,-130,208
2001,1275,16,17,881,1116,1007,921,-126,195
2001,1276,18,9,1139,749,1450,659,-311,90
2001,1277,4,24,242,1954,265,1470,-23,484
2001,1278,13,15,847,1173,1025,1002,-178,171
2001,1279,7,24,453,1762,534,1477,-81,285
2001,1280,12,16,807,1300,918,1061,-111,239
2001,1281,12,18,823,1429,941,1250,-118,179
2001,1282,15,13,857,885,1004,685,-147,200
2001,1283,16,13,938,912,1121,776,-183,136
2001,1284,9,21,604,1524,678,1251,-74,273
2001,1285,16,9,1097,677,1271,572,-174,105
2001,1286,14,15,972,1185,1108,996,-136,189
2001,1287,16,10,1069,761,1264,671,-195,90
2001,1288,23,6,1531,423,1785,380,-254,43
2001,1290,9,16,656,1327,772,1122,-116,205
2001,1291,21,7,1290,489,1556,464,-266,25
2001,1292,22,4,1360,337,1659,294,-299,43
2001,1293,12,15,885,1249,1050,1090,-165,159
2001,1296,22,4,1426,253,1769,226,-343,27
2001,1298,12,17,768,1418,907,1163,-139,255
2001,1299,17,12,1082,904,1284,785,-202,119
2001,1301,16,13,1044,1097,1245,851,-201,246
2001,1304,16,13,1034,1016,1145,886,-111,130
2001,1305,18,9,1198,697,1373,612,-175,85
2001,1306,21,7,1449,583,1800,500,-351,83
2001,1307,12,18,732,1312,863,1120,-131,192
2001,1308,14,13,913,1063,1017,856,-104,207
2001,1309,12,15,758,1077,902,882,-144,195
2001,1310,13,15,900,1199,1046,1091,-146,108
2001,1311,14,13,900,928,1100,841,-200,87
2001,1313,17,12,1157,969,1398,872,-241,97
2001,1314,6,25,405,2062,505,1706,-100,356
2001,1317,24,1,1664,70,2147,68,-483,2
2001,1318,19,10,1321,808,1621,734,-300,74
2001,1319,14,12,945,916,1035,792,-90,124
2001,1320,24,6,1407,386,1669,347,-262,39
2001,1321,19,11,1030,771,1308,628,-278,143
2001,1322,12,18,841,1326,1056,1178,-215,148
2001,1323,9,19,608,1591,692,1256,-84,335
2001,1324,15,11,1066,868,1299,771,-233,97
2001,1325,11,18,740,1417,852,1210,-112,207
2001,1326,10,20,639,1499,732,1164,-93,335
2001,1328,6,26,359,2027,429,1623,-70,404
2001,1329,9,19,582,1419,665,1144,-83,275
2001,1330,17,12,1065,873,1234,742,-169,131
2001,1331,19,7,1253,580,1495,533,-242,47
2001,1332,14,14,1012,1175,1188,976,-176,199
2001,1333,19,9,1096,606,1350,473,-254,133
2001,1334,12,15,708,1084,844,902,-136,182
2001,1335,17,12,1117,808,1285,651,-168,157
2001,1336,11,19,778,1534,910,1346,-132,188
2001,1337,8,21,548,1646,625,1322,-77,324
2001,1338,13,17,847,1181,998,964,-151,217
2001,1339,17,7,1150,490,1356,432,-206,58
2001,1340,17,8,1133,588,1384,544,-251,44
2001,1341,20,5,1351,397,1718,361,-367,36
2001,1343,10,15,509,936,659,781,-150,155
2001,1344,9,20,588,1593,666,1256,-78,337
2001,1345,14,15,923,1222,1090,901,-167,321
2001,1346,21,5,1444,387,1670,354,-226,33
2001,1347,10,18,632,1394,785,1238,-153,156
2001,1348,22,7,1437,576,1813,509,-376,67
2001,1349,16,13,908,918,1094,772,-186,146
2001,1350,6,21,336,1558,372,1264,-36,294
2001,1351,12,16,763,1259,919,1092,-156,167
2001,1352,22,7,1434,530,1746,473,-312,57
2001,1353,16,11,1012,752,1154,623,-142,129
2001,1354,13,19,778,1315,941,1143,-163,172
2001,1356,14,15,940,1164,1070,1032,-130,132
2001,1357,21,7,1340,530,1711,489,-371,41
2001,1358,13,13,921,1035,1028,900,-107,135
2001,1359,14,14,835,978,979,776,-144,202
2001,1360,13,15,842,1103,930,897,-88,206
2001,1361,14,12,844,917,1036,737,-192,180
2001,1362,18,10,1157,746,1361,673,-204,73
2001,1363,14,9,841,648,988,531,-147,117
2001,1364,14,11,873,885,1017,794,-144,91
2001,1365,12,19,729,1446,908,1265,-179,181
2001,1368,21,7,1160,436,1406,381,-246,55
2001,1369,12,14,800,1050,901,909,-101,141
2001,1371,14,16,917,1310,1073,1134,-156,176
2001,1372,17,7,975,407,1119,360,-144,47
2001,1373,11,19,790,1539,922,1289,-132,250
2001,1374,12,16,861,1260,991,1021,-130,239
2001,1375,10,20,552,1497,652,1304,-100,193
2001,1376,14,15,896,1081,1021,919,-125,162
2001,1378,13,18,918,1387,1044,1106,-126,281
2001,1379,8,21,488,1533,562,1258,-74,275
2001,1380,16,11,1081,881,1258,761,-177,120
2001,1381,5,22,296,1665,353,1425,-57,240
2001,1382,11,18,727,1429,843,1208,-116,221
2001,1383,11,18,811,1486,904,1310,-93,176
2001,1384,18,9,1133,679,1370,588,-237,91
2001,1385,15,14,1015,1116,1161,948,-146,168
2001,1386,6,25,460,2016,488,1712,-28,304
2001,1387,14,17,881,1292,1023,1022,-142,270
2001,1388,25,1,1501,71,2065,63,-564,8
2001,1389,24,4,1636,305,1979,289,-343,16
2001,1390,2,26,148,2167,155,1686,-7,481
2001,1391,12,15,831,1174,949,1002,-118,172
2001,1392,11,12,683,885,854,774,-171,111
2001,1393,8,24,506,1832,581,1557,-75,275
2001,1395,11,19,874,1887,978,1480,-104,407
2001,1396,12,21,744,1560,848,1258,-104,302
2001,1397,10,22,779,1826,883,1543,-104,283
2001,1398,19,8,1418,713,1633,615,-215,98
2001,1399,9,17,618,1365,720,1191,-102,174
2001,1400,8,24,490,1762,628,1433,-138,329
2001,1401,19,9,1272,678,1572,606,-300,72
2001,1402,15,10,1018,685,1186,632,-168,53
2001,1403,18,9,1176,662,1403,580,-227,82
2001,1404,18,7,1156,566,1386,499,-230,67
2001,1405,10,21,621,1622,701,1357,-80,265
2001,1406,17,12,1091,906,1306,783,-215,123
2001,1407,12,18,811,1446,986,1239,-175,207
2001,1408,21,7,1434,562,1797,497,-363,65
2001,1409,11,21,786,1675,874,1322,-88,353
2001,1410,16,7,1098,545,1275,460,-177,85
2001,1411,22,7,1384,509,1728,464,-344,45
2001,1412,14,17,919,1317,1085,1072,-166,245
2001,1414,4,22,230,1556,269,1386,-39,170
2001,1416,22,7,1473,568,1697,466,-224,102
2001,1417,8,21,608,1737,690,1518,-82,219
2001,1418,13,15,927,1196,1068,1026,-141,170
2001,1419,17,9,1090,740,1366,650,-276,90
2001,1420,11,18,774,1485,873,1266,-99,219
2001,1421,13,13,788,982,965,859,-177,123
2001,1422,11,18,768,1373,872,1215,-104,158
2001,1423,10,19,556,1227,648,1035,-92,192
2001,1424,13,14,877,1131,1047,973,-170,158
2001,1425,9,20,605,1637,702,1364,-97,273
2001,1426,15,11,1096,791,1292,689,-196,102
2001,1427,15,13,1081,1002,1247,880,-166,122
2001,1428,11,16,699,1191,761,1004,-62,187
2001,1429,5,23,327,1652,354,1265,-27,387
2001,1431,8,21,577,1724,694,1444,-117,280
2001,1433,14,15,982,1128,1112,986,-130,142
2001,1434,8,21,475,1538,547,1287,-72,251
2001,1435,15,14,990,1058,1148,909,-158,149
2001,1436,17,12,1126,998,1361,890,-235,108
2001,1437,12,18,879,1419,1048,1188,-169,231
2001,1438,8,20,555,1824,688,1394,-133,430
2001,1439,19,8,1173,597,1497,521,-324,76
2001,1440,19,7,1251,502,1493,437,-242,65
2001,1441,24,5,1506,374,1887,306,-381,68
2001,1442,22,5,1433,439,1779,395,-346,44
2001,1443,6,21,410,1578,449,1237,-39,341
2001,1444,21,7,1360,500,1635,437,-275,63
2001,1447,13,16,980,1413,1103,1174,-123,239
2001,1448,10,19,698,1535,797,1119,-99,416
2001,1449,20,9,1260,700,1607,648,-347,52
2001,1450,16,12,1011,863,1258,711,-247,152
2001,1451,13,11,960,920,1070,819,-110,101
2001,1452,11,16,743,1256,889,1101,-146,155
2001,1453,17,11,967,665,1166,598,-199,67
2001,1454,13,13,810,955,934,813,-124,142
2001,1455,19,9,1177,613,1382,498,-205,115
2001,1456,17,11,992,720,1178,627,-186,93
2001,1457,10,16,557,1134,659,918,-102,216
2001,1458,10,18,554,1120,651,940,-97,180
2001,1459,16,8,945,669,1125,548,-180,121
2001,1460,11,17,684,1272,817,1069,-133,203
2001,1461,9,19,659,1477,734,1252,-75,225
2001,1462,7,21,423,1636,480,1348,-57,288
2001,1463,17,10,1034,710,1229,616,-195,94
2001,1464,11,17,721,1249,847,1110,-126,139
2002,1102,19,9,1037,568,1216,506,-179,62
2002,1103,21,9,1330,748,1559,675,-229,73
2002,1104,7,26,416,2098,501,1684,-85,414
2002,1105,10,15,712,1291,829,1062,-117,229
2002,1106,11,18,639,1254,779,1088,-140,166
2002,1107,20,8,1138,455,1419,402,-281,53
2002,1108,9,20,581,1733,711,1512,-130,221
2002,1110,12,18,703,1274,853,1088,-150,186
2002,1111,18,7,1281,560,1517,496,-236,64
2002,1112,9,22,718,1854,809,1604,-91,250
2002,1113,14,14,994,1144,1138,908,-144,236
2002,1114,11,16,748,1229,835,1002,-87,227
2002,1115,26,2,1701,151,2231,147,-530,4
2002,1116,15,14,1031,1139,1159,949,-128,190
2002,1117,15,13,937,1020,1054,788,-117,232
2002,1119,16,10,967,745,1195,662,-228,83
2002,1120,16,12,1005,830,1177,688,-172,142
2002,1122,18,11,1198,818,1409,694,-211,124
2002,1123,11,19,755,1567,876,1259,-121,308
2002,1124,16,12,1082,1010,1265,795,-183,215
2002,1125,17,11,1179,841,1391,733,-212,108
2002,1126,17,11,1106,812,1374,714,-268,98
2002,1127,19,9,1176,635,1406,530,-230,105
2002,1129,17,12,968,833,1201,708,-233,125
2002,1130,11,20,715,1582,813,1374,-98,208
2002,1131,9,22,574,1521,671,1286,-97,235
2002,1132,8,23,569,1719,627,1450,-58,269
2002,1133,20,9,1130,629,1338,545,-208,84
2002,1135,10,16,689,1302,802,1128,-113,174
2002,1137,16,13,900,891,1099,784,-199,107
2002,1138,18,12,1131,887,1321,766,-190,121
2002,1139,5,23,317,1642,335,1289,-18,353
2002,1140,11,16,735,1132,825,938,-90,194
2002,1141,19,8,1270,615,1496,522,-226,93
2002,1142,12,13,770,943,893,815,-123,128
2002,1143,8,22,499,1679,633,1359,-134,320
2002,1144,19,7,1253,563,1548,533,-295,30
2002,1145,20,10,1225,740,1417,648,-192,92
2002,1147,10,6,652,464,809,379,-157,85
2002,1148,4,27,225,2001,306,1641,-81,360
2002,1149,16,9,925,641,1212,553,-287,88
2002,1150,11,18,669,1473,800,1175,-131,298
2002,1151,14,14,923,1100,1082,923,-159,177
2002,1152,24,1,1450,81,1978,72,-528,9
2002,1153,3,30,193,2354,217,1741,-24,613
2002,1154,12,13,807,1005,918,850,-111,155
2002,1155,17,13,1179,1078,1419,886,-240,192
2002,1156,16,12,959,923,1146,759,-187,164
2002,1157,19,7,1246,547,1555,485,-309,62
2002,1158,8,20,465,1469,505,1204,-40,265
2002,1159,11,15,731,1119,853,963,-122,156
2002,1160,14,14,1033,1202,1226,976,-193,226
2002,1161,17,10,1127,711,1270,600,-143,111
2002,1162,16,10,818,608,964,525,-146,83
2002,1163,6,24,404,1934,448,1616,-44,318
2002,1164,25,5,1389,357,1765,309,-376,48
2002,1165,22,4,1189,292,1503,249,-314,43
2002,1166,8,22,546,1732,614,1429,-68,303
2002,1168,22,4,1284,319,1592,280,-308,39
2002,1169,16,11,1025,785,1236,663,-211,122
2002,1170,19,5,1308,406,1552,339,-244,67
2002,1171,18,8,1079,530,1351,474,-272,56
2002,1172,9,18,593,1245,700,1136,-107,109
2002,1173,10,20,607,1593,705,1198,-98,395
2002,1174,16,14,969,1033,1127,880,-158,153
2002,1175,13,16,762,1118,900,946,-138,172
2002,1176,19,6,1135,445,1378,366,-243,79
2002,1177,19,9,1271,710,1557,581,-286,129
2002,1178,12,18,692,1276,853,1062,-161,214
2002,1179,15,14,961,1046,1147,907,-186,139
2002,1180,14,14,924,1116,1090,962,-166,154
2002,1181,3,29,233,2638,251,1982,-18,656
2002,1182,19,9,1094,698,1443,577,-349,121
2002,1183,16,12,1090,953,1376,845,-286,108
2002,1184,20,3,1337,276,1633,251,-296,25
2002,1185,24,5,1551,358,2004,312,-453,46
2002,1186,13,15,848,1068,1014,924,-166,144
2002,1187,18,9,1058,652,1322,589,-264,63
2002,1189,15,10,937,764,1198,662,-261,102
2002,1190,10,15,695,1277,797,1055,-102,222
2002,1191,21,7,1369,524,1672,474,-303,50
2002,1192,25,4,1725,348,2049,293,-324,55
2002,1193,17,12,1171,907,1371,746,-200,161
2002,1194,10,18,685,1374,775,1236,-90,138
2002,1196,8,22,544,1869,588,1393,-44,476
2002,1197,19,9,1199,664,1493,568,-294,96
2002,1198,20,8,1224,517,1418,461,-194,56
2002,1199,17,10,1114,797,1397,645,-283,152
2002,1200,20,8,1354,626,1638,561,-284,65
2002,1201,14,18,961,1354,1091,1166,-130,188
2002,1202,13,13,821,920,935,816,-114,104
2002,1203,16,12,1038,908,1289,817,-251,91
2002,1204,11,11,769,957,915,777,-146,180
2002,1206,9,19,541,1419,669,1192,-128,227
2002,1207,11,18,819,1506,893,1172,-74,334
2002,1208,9,21,626,1659,689,1437,-63,222
2002,1209,10,19,668,1576,763,1370,-95,206
2002,1210,16,15,1177,1193,1397,979,-220,214
2002,1211,3,28,200,2306,236,1842,-36,464
2002,1212,19,8,1428,679,1769,604,-341,75
2002,1214,6,25,481,1992,526,1664,-45,328
2002,1216,18,14,1017,932,1287,810,-270,122
2002,1217,12,14,702,964,831,849,-129,115
2002,1218,5,27,296,2013,319,1692,-23,321
2002,1219,17,9,1085,686,1355,619,-270,67
2002,1220,20,12,1245,861,1478,772,-233,89
2002,1221,14,18,755,1269,888,1010,-133,259
2002,1222,14,17,908,1337,1095,1174,-187,163
2002,1224,13,18,907,1416,1074,1193,-167,223
2002,1225,19,8,974,484,1246,446,-272,38
2002,1226,17,7,1093,571,1288,518,-195,53
2002,1227,13,17,874,1278,1000,1143,-126,135
2002,1228,8,23,559,1835,646,1470,-87,365
2002,1229,14,17,905,1176,1076,1029,-171,147
2002,1231,11,19,658,1417,726,1131,-68,286
2002,1232,22,6,1321,409,1539,364,-218,45
2002,1233,17,13,1189,943,1335,837,-146,106
2002,1234,15,19,986,1494,1144,1177,-158,317
2002,1235,19,11,1248,849,1444,679,-196,170
2002,1237,15,12,1028,941,1190,827,-162,114
2002,1238,19,9,1348,699,1608,590,-260,109
2002,1239,12,14,771,1048,874,893,-103,155
2002,1240,16,10,1043,784,1242,661,-199,123
2002,1241,15,13,930,1016,1081,860,-151,156
2002,1242,3,27,223,2508,244,2008,-21,500
2002,1243,16,12,1047,863,1274,719,-227,144
2002,1245,5,26,323,2032,352,1612,-29,420
2002,1246,9,19,631,1473,695,1197,-64,276
2002,1247,17,15,1077,1051,1263,925,-186,126
2002,1248,14,14,929,1087,1044,980,-115,107
2002,1249,14,14,915,1048,1089,915,-174,133
2002,1250,23,4,1476,302,1725,260,-249,42
2002,1251,23,2,1428,164,1812,149,-384,15
2002,1253,17,11,1116,833,1323,726,-207,107
2002,1254,22,5,1591,464,2047,426,-456,38
2002,1256,9,18,600,1324,681,1123,-81,201
2002,1257,12,18,779,1524,927,1235,-148,289
2002,1258,20,8,1292,629,1572,555,-280,74
2002,1259,23,5,1296,353,1641,316,-345,37
2002,1260,13,15,871,1136,1018,961,-147,175
2002,1261,14,17,837,1295,967,1011,-130,284
2002,1263,18,11,1071,764,1259,674,-188,90
2002,1264,8,20,532,1575,584,1275,-52,300
2002,1265,9,19,605,1474,650,1238,-45,236
2002,1266,6,26,371,1973,417,1516,-46,457
2002,1267,15,13,1045,1094,1247,966,-202,128
2002,1268,4,26,283,2276,328,1807,-45,469
2002,1269,16,13,976,889,1152,758,-176,131
2002,1270,8,20,549,1407,640,1153,-91,254
2002,1271,18,11,1120,790,1399,700,-279,90
2002,1272,9,21,612,1790,692,1388,-80,402
2002,1273,23,5,1467,384,1842,338,-375,46
2002,1274,7,24,472,1843,523,1540,-51,303
2002,1275,18,13,1031,950,1236,822,-205,128
2002,1276,18,10,1110,750,1369,621,-259,129
2002,1277,11,18,682,1329,764,1077,-82,252
2002,1278,12,17,745,1423,878,1144,-133,279
2002,1279,10,18,663,1361,734,1072,-71,289
2002,1280,7,26,433,2015,546,1662,-113,353
2002,1281,11,21,794,1750,906,1403,-112,347
2002,1282,11,15,658,983,768,848,-110,135
2002,1283,15,17,1034,1233,1137,1046,-103,187
2002,1284,12,18,708,1344,896,1147,-188,197
2002,1285,14,14,895,1109,1106,951,-211,158
